Vehicle ID,Departure Time,Arrival Time,Travel Time,Waiting Time,Route Length
ai_ea6ff61591df4391b9c1ab37b8e85a17,581.7,671.6,89.9,29.1,624.05
ai_f8e1e82ef8f3488c8e8afb288960c1d3,590.2,673.1,82.9,17.7,624.05
ai_a99cffea2bd54673a618add97d8082f0,600.0,675.1,75.1,36.7,415.23
ai_1638ed8858e8491cb2b1499c08a2144a,631.8,682.0,50.2,0.0,643.97
ai_5f5a9633c0334eac9aaa43e0cb038bc5,626.5,682.6,56.1,2.4,413.13
ai_b769e3fa76af4ccbb19c643e95d934c3,631.3,685.1,53.8,0.0,413.13
ai_ee6334d149104ba09e586eb1cf4cdc60,621.2,691.3,70.1,18.7,629.8
ai_0b63a4b8867a4afa9aadede81a0b8a81,584.8,694.0,109.2,17.2,841.89
ai_322504b7f48f4f95aa4608baa7b5c67d,587.7,694.2,106.5,30.7,873.47
ai_1b8bd6d86efd49e1bb28bffc7c481eff,615.8,696.3,80.5,12.0,614.0
ai_c11a828d4a8c44ca9ebba4c1ed980681,634.0,700.2,66.2,5.6,614.0
ai_d5a9235a87724165927b5355043a00e9,665.1,700.8,35.7,0.0,408.05
ai_62e83cdd9f6d4dc0bfbd1db63fb3064e,651.8,702.0,50.2,1.8,402.39
ai_6ad4c78e703f4131a1c0afda63a775ed,639.6,703.0,63.4,0.0,830.68
ai_8050ac806d6d44d7a1430d3cdc1f76f1,608.0,704.0,96.0,4.6,953.65
ai_22ae8e08f380463caf3857f15389ec25,589.7,709.4,119.7,17.7,946.39
ai_8d7732d4424246a28b9fc49d48b7c881,637.9,709.6,71.7,0.0,952.58
ai_3e2e0fcc1f9c4cd3bca9a2e50ec8fb1c,582.5,712.8,130.3,44.7,854.83
ai_794071c7e2994e74a49670761017fb97,637.3,720.0,82.7,0.0,847.83
ai_dc0601a8e50f4e7d8950a9279569fbfc,635.9,721.7,85.8,16.8,857.36
ai_9cc2e1a86b994a5e9fc158c6ad7b6060,540.2,729.2,189.0,80.0,645.06
ai_d17deee4afec42d6ae8e2ae9f9a0cd6c,578.4,737.3,158.9,85.2,857.97
ai_509517427f0d46aa8e068c3fe3cdeea0,683.2,738.9,55.7,15.8,418.1
ai_490d1ee6df90497fb2ee3881a96da7f3,666.2,739.8,73.6,33.8,402.39
ai_2577dcca296047e29eeb2152cead59b1,611.2,740.1,128.9,37.1,857.97
ai_1ac0cb10e8204dee96063f2dbd1a0894,677.8,740.1,62.3,20.5,415.23
ai_d2f53a4b28b24c8da4da08aee9476761,635.3,741.3,106.0,27.8,870.7
ai_ed937f28c0864fc5b5a3170bdf3c0306,670.8,741.3,70.5,27.5,402.39
ai_0bfc6c47fdbf4703b20b09e3bb706b33,576.6,741.7,165.1,75.9,862.76
ai_38a6d37bccd3496d9f258f5d4f00008d,564.9,742.0,177.1,90.2,870.7
ai_b2093ebbd29d446484b69ff1066f78a0,711.5,742.1,30.6,0.0,418.1
ai_4279067de4c8477792852b64e6b7c5b8,598.7,743.2,144.5,40.5,854.73
ai_11698532cc3646c6a0ec441e996b3bde,607.2,743.3,136.1,40.5,846.89
ai_a7c132589c3e42178196548812813622,613.1,744.7,131.6,33.0,846.89
ai_3756b841419446d88c210dfed9ac8ba6,610.1,745.1,135.0,39.4,854.73
ai_c8c286e0a4324b1fbf8d2e3600667739,588.9,745.8,156.9,44.6,852.73
ai_be57ede7ee0d43098dc7b4d34609af4f,638.1,746.0,107.9,12.8,846.89
ai_a13fe4d014fc4e768b3aa7db21de6c03,630.8,746.9,116.1,22.8,856.83
ai_7faa3419c6c049ea961925ab0d02d8bd,649.8,747.3,97.5,11.6,854.83
ai_a54ff130d4104bddad7db7f014a8086c,610.4,748.8,138.4,19.9,854.83
ai_df891ca7409a4b2884bd79ab33de9577,639.7,749.7,110.0,19.9,870.94
ai_622f642b18a24a06830c01fe2a3cc8cb,596.1,750.0,153.9,42.5,867.67
ai_5784d4fe943d4926a1b3450bf6d79603,601.3,750.3,149.0,35.8,859.73
ai_005dea202de346859e50c9443335bd22,618.2,750.3,132.1,44.2,868.14
ai_89924c89460a4195849e06a56079982c,667.1,751.7,84.6,0.0,868.14
ai_43f764054a0142c6beae201c6c8eac66,682.9,753.5,70.6,15.7,643.97
ai_a0a603aa5d46404487bd1349fd7bcbc6,662.3,755.6,93.3,4.5,868.14
ai_5a0d419f857e4310b488260d4786fea9,692.3,758.0,65.7,5.2,643.97
ai_107dc4ea380f4d85bc99a1fc1893c4fb,589.6,761.2,171.6,63.4,852.73
ai_e2abbe43db414d00a9bae243a9a9f553,637.7,763.1,125.4,30.3,863.0
ai_a182ab94cf984494ab10f40e5813849e,624.1,763.4,139.3,47.6,863.0
ai_130b44a5dee54044be0e8df008980f6f,727.8,764.1,36.3,0.0,402.39
ai_a6852d9dc4294dd0bdd97f81d27e8ee4,653.8,766.4,112.6,30.4,870.7
ai_911e41cf31de4e758609cbd5d129982a,634.5,768.4,133.9,19.4,853.2
ai_add81c977279413f8b0443dc50ef0528,680.2,770.7,90.5,0.0,860.2
ai_3cf48af4a8d94a9885665042a1da7c47,657.4,772.6,115.2,45.3,626.85
ai_6b3d5d3928eb458c97f15e1e0e405ccc,733.9,773.0,39.1,0.0,402.39
ai_b7511ed0815546699bdb091a1a9737a2,714.3,775.0,60.7,0.0,624.05
ai_607a93f32461408da65d444d544fa63c,649.7,781.8,132.1,59.9,830.68
ai_6307737a673c4cd792bb262d9e060ba0,708.9,782.3,73.4,38.0,402.39
ai_34b676eab90c4a92b075eb7fa7d7d5a1,694.0,782.6,88.6,34.9,413.13
ai_160b10ef17a5464f9c2289b90e557870,680.1,784.1,104.0,32.5,870.67
ai_a8bc964a5c5e4e538d09c22713fc7594,718.1,786.3,68.2,0.0,830.68
ai_99cdc91c93e8417b8fd0b2707c8e5a0e,654.6,786.6,132.0,66.7,614.0
ai_4995b112533f4f61b86df80548dbfdbf,680.5,788.1,107.6,33.9,614.0
ai_c703fa73f3834a09980e78e0b18cabfa,659.8,788.3,128.5,39.0,951.44
ai_4e5e2f0aa20e4245bb19142e449a5b42,702.7,790.8,88.1,8.7,607.0
ai_cbea6a570e184ffabef03f9a0d484321,663.7,794.9,131.2,45.3,944.62
ai_7d81ed629dc449ee937a2383f4c5bc6a,730.8,798.0,67.2,0.0,633.31
ai_6a1168b5680d49acb0f0692b874bb201,642.6,798.7,156.1,63.1,870.2
ai_fdcea6819c55429c962121e3994cb838,678.3,799.7,121.4,24.7,948.49
ai_5b475ed8d22d4164b872ad0faae6239d,643.7,800.1,156.4,77.3,843.52
ai_ef5b833cc6ed4f628bfe943de47008f8,680.9,800.1,119.2,58.9,642.64
ai_9df34f48399f4a3ca59cb11a8f7fbe12,721.2,801.6,80.4,0.0,843.99
ai_664eb03bbbbd4d42b00c326defad91bb,732.5,802.3,69.8,0.0,861.14
ai_c5429b126d41420d909cfc3d1cd0b836,726.4,804.4,78.0,0.0,949.78
ai_47692807dce6445b9d357bc2738ba63a,705.7,805.8,100.1,8.8,948.49
ai_03c96647957e494faee76676431fd494,723.1,809.3,86.2,10.4,625.21
ai_bad736afae5d4938b8bab45aa8523891,655.3,819.7,164.4,54.8,860.67
ai_9887fe8107994c1f9d8d286c84c10714,721.7,821.1,99.4,1.1,867.67
ai_707338dab4744cbcabe6b492d6a7a768,744.1,822.4,78.3,0.0,855.26
ai_a0e6c2bd18954443b70a6e787659f64e,681.3,825.2,143.9,30.0,860.67
ai_5b243a7b79f04c108ba604c61d2a6b69,788.4,827.8,39.4,2.9,402.39
ai_cb719358cc03496a80249cee5288e89f,688.1,830.3,142.2,19.7,854.26
ai_1e698a407925468ca917515b38a6780f,796.5,831.8,35.3,0.0,402.39
ai_debb2f524a534a1790673acf5a277177,707.3,832.5,125.2,9.8,849.36
ai_3dd950d970254501b3153193933ae53a,709.0,832.7,123.7,30.9,870.7
ai_4515f6a62a7c4385b5e31c8c27c30e31,697.1,833.9,136.8,30.3,847.83
ai_c84ce0f3fe094d5886480a0c870e4ba7,738.3,834.3,96.0,4.8,859.16
ai_abb0c171072447188c6dbc3b54254d04,724.7,834.9,110.2,39.6,621.95
ai_9b366eb174af4136a3c33143338474f0,683.2,835.7,152.5,26.9,854.26
ai_a6642b27c330472eb1015085affc2d61,740.3,836.0,95.7,0.0,865.57
ai_d70bad4dd4a24b91b0bfee6e6a61674b,739.9,836.0,96.1,0.0,861.14
ai_2eaac29535a74297997187b5be9c91de,673.6,837.4,163.8,51.2,844.79
ai_d28f9e60f83b4970ba0add2437bc260d,756.3,839.3,83.0,0.0,861.14
ai_d6261e605de04184b3ecad53e124911b,653.9,839.9,186.0,65.5,852.73
ai_fe22e90d28f64001b2cd3e97af20aec4,770.1,841.3,71.2,0.0,866.04
ai_dd19539819114d4199e28cc866174d71,765.3,843.5,78.2,26.8,624.05
ai_398d255b565b44588fd566e4f79fe4e8,787.8,845.0,57.2,1.3,631.99
ai_cc8f9c3dba0c4f6293e555790eff75e8,785.6,851.8,66.2,1.9,643.97
ai_e04273d7fee342558b6fba051ab86588,792.2,851.9,59.7,0.0,631.99
ai_0493a66664ca4c21bda4843e883e88cf,797.1,859.6,62.5,0.0,617.05
ai_1260a1cda60a4da2b8ab53cf864c2b8a,801.6,865.3,63.7,0.0,621.95
ai_3338b906aeab48bcbe035cee5d40febe,803.3,871.3,68.0,0.0,830.68
ai_5e6043dcea384c5fa6a7ad2067fc29c6,726.4,872.6,146.2,85.1,413.13
ai_a517dfb15f3742f4b9b3ac2abcd4b9ac,789.3,872.7,83.4,0.0,836.99
ai_328356993dd4468d94894a1125c2989d,806.0,873.4,67.4,0.0,843.99
ai_1e1f47e6ba534db9a5f77f2eb29fd2f0,770.3,880.6,110.3,17.0,836.99
ai_b0b2b9d8dd2e4c2c9dbf48056b30a306,807.7,881.4,73.7,4.3,620.0
ai_2ab17fa28d514929bc9558a30229ad89,795.3,882.2,86.9,27.1,647.86
ai_9b617f0a5ae24d1ca836641deb6173a1,775.2,885.2,110.0,21.6,948.49
ai_66467f33172b4b3888d487bf33a8314c,800.7,887.3,86.6,0.0,953.65
ai_84f7ad27d0d04b4bb2e0d8da871c05eb,759.8,889.3,129.5,54.6,868.14
ai_ac5b443c105c451db55100682e9f208e,816.3,890.0,73.7,20.3,627.31
ai_819d0147ab904058835a98d467dff96c,793.7,891.7,98.0,0.0,946.39
ai_fc4b27d4f3b547958fb54a9037cbd6a1,775.9,894.8,118.9,40.6,857.36
ai_b92fb55413294e9fba441409d8d034f8,730.2,899.5,169.3,68.1,868.1
ai_fce08e50d19b4b89819bb3dd072a3fa9,814.0,899.6,85.6,16.4,870.67
ai_ea85581e6011440188d08db5bd3eb1cf,760.7,901.0,140.3,52.8,870.2
ai_f3671e222f6d458bb6b72ef616a70e67,764.3,902.8,138.5,45.0,843.52
ai_5daadf07a1ba43e6a33fa741d0bfaab6,780.1,904.2,124.1,19.8,843.52
ai_13c4ca48ae444bea96e6ce18b030f076,798.0,905.6,107.6,8.4,843.52
ai_f503451c21694dfa9e2e2efae0f4de60,786.7,909.2,122.5,28.1,870.2
ai_0350095a3b2f472b8c91b4ba106c99d2,780.3,918.4,138.1,49.5,857.97
ai_6946215175a346b69d3af2d6a91be219,827.3,919.5,92.2,36.3,631.99
ai_5d1b19c6d25a4ceeb07391c8c6a0e98a,765.8,919.6,153.8,63.8,854.83
ai_689c81ec955f4adb8c1f9791eb2dcc2d,777.4,919.7,142.3,66.3,868.14
emergency_c5616f11cbbe484e83a01ac8ecd31c04,774.8,920.6,145.8,63.3,855.33
ai_174d2d211aa64285982a575d426b6a61,778.0,920.9,142.9,59.9,863.3
ai_532d9763a45d45b58b29e99febed5454,853.0,921.0,68.0,0.0,868.14
ai_4eb3a62a3ebc4016942df16c84a234f4,759.2,922.2,163.0,69.3,843.52
ai_cfbad8269f7246c793174ce8f0ebe350,782.4,922.4,140.0,39.5,846.89
ai_55e7b1a8c2b8466a82b1c7add96d9a70,808.2,922.7,114.5,31.4,860.5
ai_1c13f1fb197649a1860c8d93b150d3bd,843.3,923.6,80.3,0.0,861.14
emergency_e7198be63186454e9941b3cadf693241,780.0,924.2,144.2,27.5,842.02
ai_849caf77e42c48b185680295c2ad1e7a,771.5,924.3,152.8,45.4,843.52
ai_e71273f95f5f48a68e33635985b042e5,787.6,925.6,138.0,28.5,846.89
ai_88c7ee0316024a83a847add817077b46,791.0,926.0,135.0,15.8,856.36
ai_c3a977fa01e64afdb78224e9b082a626,785.0,927.4,142.4,17.4,843.52
ai_04c012b452974115b246e18a4b1aaaa1,825.5,927.5,102.0,0.0,843.52
ai_ab90d7e9045447b8aeadc9d6bb92e10a,746.4,928.9,182.5,70.4,852.73
ai_7023469f65b541e29682001f4fcb0e1e,838.0,929.0,91.0,0.0,856.83
ai_b1ad4b08ca224a60ab03f7bd2e15a879,750.4,931.9,181.5,61.4,859.73
ai_0316c57b0f774049ad53089964e842b4,806.8,933.4,126.6,38.0,860.2
ai_97ceca434beb48eabda309e3be7269eb,835.0,934.8,99.8,7.4,860.2
ai_3f9dbb1dda4a46db8d8709c02ad5792c,847.2,936.2,89.0,5.9,860.2
ai_a8f39267d4814492940a399531b6487a,844.7,936.6,91.9,36.2,643.97
ai_40e360b87b8e415b8fcdf455408a6ba5,855.7,939.3,83.6,0.0,860.2
ai_2835badad42d4b91a59fbd420c096a50,864.4,940.5,76.1,10.4,629.89
ai_7d8616fd86754aea8f03dff942ee6692,883.5,940.8,57.3,0.0,626.85
ai_744ebf6b942f486b9c3d637553ab68af,818.3,945.6,127.3,78.1,415.23
ai_451b36bfea804881b3130997743b202d,867.0,948.7,81.7,8.3,636.97
ai_765984d0fd7e4a92af85184ab4c902bc,886.7,950.2,63.5,0.0,643.97
ai_1101936ffe43492e8ad872e8c2349313,907.5,952.5,45.0,0.0,631.99
ai_05a01f305098434ebe4e6cdaa4d146c5,903.3,959.6,56.3,0.0,641.87
ai_93a3cb9fc7bd4623bb33093d1443bda7,862.4,962.9,100.5,44.6,614.0
ai_1ad926a56b684b59b400cb26f178baae,829.8,963.4,133.6,63.1,843.99
ai_87a6709e8038479f8fdf57df8e212ad9,844.3,963.4,119.1,27.4,953.54
ai_ddd35bc8ef6d45868d8b8eda0be8c7bb,836.3,963.9,127.6,67.6,627.0
ai_55a7284a63ec4de898988e3cd07e0895,901.8,964.8,63.0,7.7,614.0
ai_bffe0bcb2658424abb230a861d862ee6,842.3,965.4,123.1,55.0,627.0
ai_5d11a1551dba4875afa8ea568a3486a4,847.5,966.8,119.3,35.8,830.68
ai_957e27e25a1e4387aee66fe1fc416168,861.2,969.3,108.1,21.1,843.52
ai_527f22bb6cbe4b278226e1b210b05b16,900.3,973.3,73.0,0.0,830.68
ai_bef3de11d4c24cda93b9346b6bed59fa,878.9,978.8,99.9,0.5,947.68
ai_3affc3b215dc4fbfa49be099dffaadb7,842.0,979.6,137.6,45.9,948.49
ai_6c7a7f044b80433aac62f3ce59c2a650,888.0,980.8,92.8,0.0,949.78
ai_49d112f7b7654e63ab1109d8dac99648,956.5,987.8,31.3,0.0,405.25
ai_3e7a8a106f1c47cc949d017a3f3a55c4,859.3,988.8,129.5,31.6,850.36
ai_52189e632554483d982dad11f7372be7,847.3,994.8,147.5,39.7,855.26
ai_105c807674874e2dbacb99a95b793a0a,867.4,997.2,129.8,12.6,852.73
ai_003214ac61f94050a8011fe346bc9ef0,864.4,998.8,134.4,33.8,854.83
ai_86174da70fab420f83d0fe7fd671a8ea,840.4,1002.8,162.4,62.8,863.2
ai_6fca75c7c18d4b33abec7fb4778f5d82,844.8,1004.8,160.0,54.4,867.67
ai_850045e521284a12ac26697c12f592be,876.8,1005.2,128.4,60.3,857.63
ai_c3893a106f984367b5bd53e0c504cfa8,869.0,1006.7,137.7,62.3,846.32
ai_56a843e2f2234cd684bd26881e6bc412,869.5,1007.3,137.8,62.9,870.47
ai_fb0bbd3ccfe74547ae74eb80a516cf8d,964.0,1008.8,44.8,7.5,418.1
ai_26d67f9fe92447089925a0eff7ee988e,863.8,1009.8,146.0,47.8,860.5
ai_36db65c518c643a0af96f743685b317f,890.0,1009.8,119.8,27.7,867.67
ai_8acd22edbb914048b4f2fa14e810ba07,847.4,1009.9,162.5,63.2,857.97
ai_32240ef4e252490fa38a3924d52db6e0,882.8,1010.2,127.4,20.4,860.77
ai_9955efd1136941dca2cc0ddef9c48217,891.3,1010.9,119.6,40.5,868.14
ai_21678a498c61435cbd619aa5b1ad3bdb,852.2,1012.0,159.8,66.8,645.49
ai_8a103f5a00f94b74811f2cb8aa9790ec,896.5,1012.9,116.4,17.9,843.52
ai_cd1bbdce782e4b7e81aa4e5f08f83168,881.9,1013.4,131.5,26.4,854.83
ai_c8c9f34f8c3243febf8653125ed8002b,921.3,1014.1,92.8,25.3,617.05
ai_ee38e9f014404dea8580ce2a77be80cf,934.2,1015.2,81.0,36.7,415.23
ai_a475198f73f4460e8af214ca42712c5e,860.5,1016.1,155.6,67.0,859.73
ai_cdc74a07a48c4ca6a3f4342b8658bd47,882.1,1019.9,137.8,25.2,852.73
ai_32b8c94764964a2d9010bd7078185ed3,923.5,1023.1,99.6,9.6,859.73
ai_e3bc37fdb0454566a3022e1019da5dcd,901.7,1024.5,122.8,26.7,860.2
ai_015680b034aa40a0b67191dad8c23df9,888.6,1026.0,137.4,55.8,856.83
ai_22de8f70e1894f58a300f832591ecace,937.1,1026.6,89.5,0.0,860.2
ai_6bb49b348d37408f84c2b7549d5ce175,952.4,1027.8,75.4,18.0,631.99
ai_a645bbe17ef043a1879f334ad2ae6d56,929.8,1030.2,100.4,40.9,643.97
ai_1e15365517624af79dc866f08023eb75,944.9,1030.3,85.4,0.0,853.2
ai_3f31a2f81df14aedb88fa22a4d282431,984.7,1034.9,50.2,0.0,631.99
ai_8e7f96ab59284f4bb66d0d4cbff750c7,991.5,1046.5,55.0,17.6,415.23
ai_783ed2bee2d8417f8cbea953f9831702,926.1,1053.8,127.7,67.8,626.84
ai_70a40f1f71c54d1188b3c2031cfac712,977.4,1054.8,77.4,0.0,949.78
ai_c138fd945a1d46aeb7d2782cc6e8c587,956.5,1056.3,99.8,27.5,614.0
ai_84d141d840b24bbc91865a647fe0cea4,911.2,1056.9,145.7,68.0,830.68
ai_d066eff10eb2479c8e7ea037a1aa968b,900.5,1058.5,158.0,53.6,863.67
ai_334999ca98ff4fc09da0200de86d9bdc,893.4,1058.8,165.4,75.4,870.2
ai_e9db6437feea43728c573b266b9a35af,957.3,1063.3,106.0,18.2,624.74
ai_b08a02e484934281bcdb71055e0bbba4,907.5,1063.8,156.3,39.6,868.1
ai_e79960cc538a4a3194a84f1aeae771cd,922.1,1067.8,145.7,41.0,860.16
ai_644bfbc446b44d87bb0b138805d2630c,904.5,1069.1,164.6,48.9,870.2
ai_5234e2a4ee9142bfa4f04e06fd284b9e,996.8,1073.2,76.4,18.6,627.31
ai_e2fbfb232be1487aa72980ab1ffae2c9,788.3,1075.2,286.9,198.0,645.06
ai_4557d6c0863046be8b19ecee1f4e99e0,945.9,1075.8,129.9,28.4,637.74
ai_cb2286ac561149f0b67d65d2d3d9f804,912.5,1077.6,165.1,49.8,868.57
ai_9603593e251445728b5d52580c62d6e6,941.7,1079.1,137.4,44.9,868.14
ai_991781b80384472eb80a3745e0eb7a20,994.5,1079.3,84.8,0.0,866.04
ai_a2c5e2265fef4172ab313e1ab9fa0644,999.0,1080.7,81.7,0.0,868.14
ai_22204f3f95c5421cb4f22f02a46c7d94,984.5,1090.7,106.2,23.1,850.36
ai_80fbe3e7e2ca4967a2e28e9174697550,988.4,1092.6,104.2,19.3,870.67
ai_27889d924bab40adbd91f9951abbf7cf,897.3,1094.1,196.8,95.6,638.06
ai_a40d3d39e124436f8b8f15f74d1179f1,871.6,1096.4,224.8,114.9,645.06
ai_940cb3d8125c4285bc02f219493f105b,960.8,1099.4,138.6,61.4,856.83
ai_78ae494641354da4a182bb88b0a153bd,953.7,1099.9,146.2,54.6,854.83
ai_7a22cfe2182f4c619f655d2ca811b639,994.4,1099.9,105.5,48.2,624.05
ai_5051779b682543b1ba5cde285126f43a,1054.4,1100.6,46.2,0.0,408.23
ai_0bd7338cd6e54e67b4d2d6eec498bbaf,965.2,1103.5,138.3,24.5,857.63
ai_a0e102320254499680106a6818d98982,955.7,1105.0,149.3,51.8,868.6
ai_6acd854a9c264fb3a27e7875a80a0f2f,937.6,1105.7,168.1,70.6,854.83
ai_fd2aae0c34f848dd9c51ed51792bfde5,952.1,1106.0,153.9,57.4,858.1
ai_34e3935773544d35904907b2a7cee2da,1011.7,1106.9,95.2,2.1,867.67
ai_efe3b8c317da4671a968167e347acc19,981.6,1107.6,126.0,15.9,865.57
ai_9f1dc8bae6994329a7b98ce02537e118,941.5,1107.7,166.2,58.5,841.42
ai_4aa660e3eff1462790a9eaf6e945cbda,994.8,1108.3,113.5,11.5,846.89
ai_d7ab5948ec1946f1bfd1ab4ab372e288,1034.4,1108.3,73.9,0.0,870.94
ai_958e1fae24f74492841f2afed079723c,929.8,1109.6,179.8,57.9,860.67
ai_e140acb3a67b4deaace78308c5effd34,997.1,1110.0,112.9,14.2,846.32
ai_ff3a8d10533143e194b42a4c5ec8d3a4,1001.7,1110.4,108.7,5.5,856.36
ai_84c953aa216745fe8791cd023f07051f,1038.5,1111.6,73.1,23.7,643.97
ai_bbcf195cece8435b97dfc3e4f30bf5b1,999.3,1113.2,113.9,9.7,844.79
ai_2d88f4450c84417598e52c9252dcb6ef,1014.4,1114.8,100.4,8.5,859.73
ai_366510514c12402ab0cd2131bd4e2056,1082.1,1115.4,33.3,0.0,418.1
ai_44d96d9151cc498c9be46dd31ad8acce,1026.7,1123.3,96.6,29.9,617.05
ai_0b2f0cad42294b19bb3b357af7aca1ac,1045.9,1125.1,79.2,13.7,624.05
ai_1d817dc6e81241ef9ab5bf7311614868,1060.6,1130.3,69.7,0.0,617.05
ai_237d16ea367f4658840986ed6857a047,1020.9,1132.2,111.3,71.4,415.23
ai_ff36804a3ac242058942cbd2a82bc05f,1090.7,1133.6,42.9,4.0,418.03
ai_8f1a03b551894abd8240a20389e585b2,1084.0,1137.1,53.1,0.0,643.97
ai_0c73fdaf50454ee38a3da281a424d723,1034.1,1141.5,107.4,36.5,953.54
ai_bec31728198c4540916bfeefc7a896b3,1066.9,1143.2,76.3,21.2,627.0
ai_982dfb8eba5f4c45ae9334a784bbf065,1025.4,1145.1,119.7,39.6,870.67
ai_309b2d451f464af896fcba706b99e5ba,1100.0,1147.8,47.8,7.6,415.23
ai_75ede287d689445b8b3e461318dc1798,1003.6,1148.2,144.6,53.7,870.2
ai_d69da9c4a90e40f3bd954681585b14ab,1028.8,1148.5,119.7,40.7,611.9
ai_0efce857354c4bce9302cfcd2fe5339c,1061.4,1149.5,88.1,0.0,823.68
ai_6a477b9128294c02ad52338cf6f5087e,1080.1,1158.1,78.0,0.0,836.52
ai_9e91db42e2114a9c8ae6c872fcc24cb4,1045.1,1168.1,123.0,25.7,866.04
ai_a7f8d1f189114f3b9b39fbbd688af015,1075.2,1168.3,93.1,9.6,867.67
ai_7d29e6f1067d4408b5eac7dc36b93379,1039.1,1168.7,129.6,36.5,847.83
ai_cfb9987e0ad74d619fc3837d7e33d028,1060.9,1172.2,111.3,15.1,854.83
ai_3451fb1fbf57484da21730a65202b4b4,1072.6,1173.6,101.0,30.9,857.36
ai_7ecaf49e68b94a08aaf945e6903cd71e,918.6,1175.5,256.9,129.6,640.59
ai_d21bfc41b6b44800b52ba6cde8366899,1031.3,1177.5,146.2,67.0,647.59
ai_6cb51c051b2f4b899c6cdc7165c765b9,1093.1,1178.2,85.1,0.0,847.83
ai_4d8a37e42fe74943a8c3e0dcad44aaf9,1077.8,1179.8,102.0,21.9,645.06
ai_5cdd09355c6948d284490c9d814b86f0,1100.8,1181.3,80.5,1.8,647.59
ai_ddda9d3152494ad0bd832ddf170b597e,1090.4,1182.4,92.0,9.0,870.2
ai_02b62b867eeb46a9a75ef0052369b2ca,1093.1,1182.4,89.3,6.5,870.67
ai_009207feaf2f4b51a5e505f964811892,1113.0,1185.5,72.5,0.0,640.59
ai_fcd1571ccb2d47c19580b26b58d1fed0,1017.1,1187.0,169.9,92.0,856.36
ai_46b872a428aa424aaab3727cc3f35cbd,1100.7,1188.8,88.1,9.0,867.67
ai_fceeb61e6f274eae88062d77280cd670,1020.1,1189.1,169.0,91.7,854.83
ai_f0c5e55cbb6d48a689b0a24838e7efbd,1078.7,1192.0,113.3,25.2,859.73
ai_ea211f70dff049e898548f8a79958f41,1079.3,1193.5,114.2,35.9,860.2
ai_593eef07ee6045b699cfc14e83f72a6b,1044.3,1194.2,149.9,40.9,847.83
ai_0ed6a89041194f18960cbe7f9a32a2c7,1044.5,1194.7,150.2,30.2,860.67
ai_c177d0439bfc485eb9257f7aa069ee2d,1076.6,1196.6,120.0,29.1,868.14
ai_df87fd6da4514650ba482abb99801b07,1088.2,1201.4,113.2,12.0,863.0
ai_c28a524e79554cf7a1048ae14821b378,1131.9,1203.1,71.2,19.9,643.97
ai_5ed875cd72204e55a90e192628851012,1169.2,1210.7,41.5,0.0,646.77
ai_4ef4511fa9b2407eb60f2ff0a25d3516,1167.8,1216.7,48.9,0.0,646.77
ai_ec46995ffab4457a9764244c6d3bf020,1129.1,1232.7,103.6,34.5,857.36
ai_43277276eea04e668ebebe5a24ef0b48,1145.4,1232.9,87.5,5.3,936.77
ai_3699e911225843829ccfc36af49b699d,1140.3,1233.8,93.5,39.2,627.31
ai_57c71b3c7e2c478b834258485dff00d0,1131.8,1234.0,102.2,29.8,870.2
ai_cbee1c730c2d411e81c2576ab820895b,1126.3,1234.7,108.4,46.6,627.0
ai_15eaa092d8844606ace79bc39064d71e,1116.9,1236.2,119.3,48.0,833.48
ai_da0c1c06d91c46949edd6ce9282f3ecf,1155.3,1237.5,82.2,0.0,841.89
ai_702822cc8a2e4d4f983d6f0d61a86856,1125.2,1239.9,114.7,16.2,841.42
ai_a8b60030c8b7446f9d4fc6af6397e275,1136.2,1242.6,106.4,11.5,843.52
ai_ba4e73b94e8c4fd48a1f465e97ba0d45,1162.8,1244.3,81.5,0.0,828.58
ai_a20a1ef7cc8a47469d9a3b6e3ab2e6cf,1178.3,1246.3,68.0,0.0,830.68
ai_0502b0237e1e4c909bbf90869ffc9ccb,1161.0,1248.6,87.6,21.6,870.94
ai_894572a4c0c0408d80accd4ea7e3af89,1121.5,1255.4,133.9,51.5,867.67
ai_61835d1d0b4b4ac49f3e4925e0ed2ffb,1179.3,1260.9,81.6,0.0,860.67
ai_c6cd06aa2a6d4b0a960f40e1555fc6f5,1186.3,1273.7,87.4,0.0,863.2
ai_0c54210c451d4113a849d2d2faad44e1,1182.6,1274.4,91.8,9.1,953.54
ai_160ec432dfcd47d295a376ba78c9362a,1153.0,1279.2,126.2,45.4,843.52
ai_56b0a205da5f41e58941a45ae72712e9,1126.2,1280.9,154.7,66.2,846.89
ai_0d3a9c209f1048db8809071416f58465,1236.1,1282.5,46.4,7.3,415.23
ai_c4829bfb3db94d36a3f86b8830c5d016,1252.6,1306.1,53.5,0.0,643.97
ai_465092030b4b48bcad9047ee94374a0a,1204.6,1323.2,118.6,38.9,873.47
ai_325273d757f94b17821e2c8cb59deaca,1248.7,1327.0,78.3,0.0,836.99
ai_36bef7e1f0b040168fd27fd9f973a1b4,1268.9,1328.1,59.2,12.6,402.39
ai_cc1c583681604faab5b9b321fc38b949,1196.1,1328.4,132.3,49.2,830.68
ai_36a1bd20b6184cb3a4da14eadb786f58,1201.5,1328.4,126.9,43.1,863.67
ai_659fdee5627043169867c860512d9abe,1250.1,1328.7,78.6,15.9,640.31
ai_75b37b4366354468afcc15b436d5e5bc,1207.9,1328.8,120.9,29.2,936.77
